date,open,high,low,close,volume
2022-03-04,41379.2,41907.21,38568.18,39020.96,1069.260188
2022-03-05,39019.55,39720.38,38816.74,39505.8,400.495882
2022-03-06,39506.49,39619.98,37577.62,38028.52,661.143065
2022-03-07,38025.81,39552.31,37166.01,38363.41,1052.591573
2022-03-08,38358.49,41883.58,38008.27,41514.18,1252.461647
2022-03-09,41521.53,42590.08,38900.0,39219.08,1364.981479
2022-03-10,39235.64,40301.73,38200.2,38792.23,1181.691366
2022-03-11,38784.61,40250.0,38316.0,39167.75,831.507763
2022-03-12,39172.76,39439.78,38666.67,39109.36,301.549334
2022-03-13,39126.46,39198.04,37572.51,38520.99,576.983541
2022-03-14,38524.89,39917.89,38422.55,38783.83,748.12453
2022-03-15,38781.41,41700.0,38139.49,39124.91,1267.403143
2022-03-16,39123.78,41477.14,38994.21,41359.77,1416.657713
2022-03-17,41338.39,41479.42,40279.94,40642.32,532.547277
2022-03-18,40643.53,42364.12,40174.08,41825.27,709.36359
2022-03-19,41826.79,42417.0,41570.01,41872.51,384.773382
2022-03-20,41879.19,42033.19,40509.08,40893.29,516.307215
2022-03-21,40887.01,43347.0,40761.58,43001.37,853.071637
2022-03-22,43001.36,43220.9,41768.85,41938.05,827.151998
2022-03-23,41969.42,43288.22,41814.58,42922.54,847.284152
2022-03-24,42922.54,44422.34,42610.84,44115.03,796.889511
2022-03-25,44117.62,45112.84,43596.62,44423.78,554.873297
2022-03-26,44428.97,44951.37,44166.92,44598.15,269.370687
2022-03-27,44599.91,47623.0,44445.55,47144.34,804.344856
2022-03-28,47137.15,48223.41,46770.45,47621.59,847.692272
2022-03-29,47627.09,48109.83,46548.76,47252.33,567.038334
2022-03-30,47251.28,47719.21,46849.99,47034.98,484.801751
2022-03-31,47031.64,47631.47,44244.26,44666.12,844.465993
2022-04-01,44664.21,47221.58,44588.13,46555.26,629.246392
2022-04-02,46560.29,46954.67,45550.81,46378.61,461.042445
2022-04-03,46381.7,47468.61,45768.46,46091.15,570.232042
2022-04-04,46092.99,46899.0,45126.58,46775.38,644.176869
2022-04-05,46768.34,47196.13,44419.86,45341.5,862.482322
2022-04-06,45350.88,45516.04,42737.09,43406.31,992.126322
2022-04-07,43393.23,43902.31,43033.82,43546.71,548.248638
2022-04-08,43549.84,43983.5,42113.47,42413.84,798.860327
2022-04-09,42442.29,42904.32,42195.48,42762.86,208.513808
2022-04-10,42757.45,43426.23,41770.87,42261.84,608.577313
2022-04-11,42270.64,42367.65,39215.26,39916.41,1308.542007
2022-04-12,39925.94,40700.99,39263.15,40131.3,1227.543204
2022-04-13,40139.0,41570.02,39627.11,41297.27,1116.941681
2022-04-14,41297.22,41363.27,39572.24,40112.51,656.928988
2022-04-15,40114.0,40861.77,39954.45,40548.26,546.807225
2022-04-16,40544.92,40700.0,40005.67,40287.01,322.944471
2022-04-17,40299.7,40607.0,38698.8,38835.3,693.391581
2022-04-18,38830.29,41269.84,38541.31,40863.31,1174.704948
2022-04-19,40874.23,41800.0,40568.67,41357.48,524.31559
2022-04-20,41357.48,42205.43,40900.0,41621.49,751.20176
2022-04-21,41621.49,42984.15,39771.6,40634.05,1164.786881
2022-04-22,40638.22,40799.14,39172.34,39542.31,765.828943
2022-04-23,39535.74,39984.61,39338.25,39724.93,307.472439
2022-04-24,39715.13,39948.83,38694.49,39149.25,696.074172
2022-04-25,39153.57,40777.75,38208.21,40562.9,1229.509078
2022-04-26,40570.52,40804.22,37700.0,38408.1,1282.791621
2022-04-27,38404.7,39700.0,38366.6,39398.73,926.539363
2022-04-28,39398.17,40379.84,38869.44,39544.13,929.715552
2022-04-29,39540.24,39630.88,38172.21,38561.01,731.90828
2022-04-30,38568.19,38780.87,37396.09,37964.05,517.99151
2022-05-01,37971.35,39121.71,37684.19,38986.47,548.832114
2022-05-02,38978.38,39162.85,38037.28,38491.42,760.12401
2022-05-03,38494.6,38641.84,37517.66,37986.2,618.481216
2022-05-04,37985.03,40020.0,37964.61,39741.08,931.876794
2022-05-05,39742.64,39838.15,35605.89,36425.39,1522.981183
2022-05-06,36424.11,36538.04,35253.47,35720.5,1046.605855
2022-05-07,35738.14,36128.72,34202.0,34391.43,836.709588
2022-05-08,34393.54,34932.14,33271.73,33631.03,1012.694368
2022-05-09,33637.31,33765.97,29735.97,31218.29,3850.732284
2022-05-10,31213.97,32640.49,30160.84,31203.5,3447.659023
2022-05-11,31207.79,32126.51,26991.0,27647.5,5592.431365
2022-05-12,27640.54,30716.22,25455.46,30375.49,3425.552947
2022-05-13,30380.61,30980.0,29150.0,29295.69,1588.624046
2022-05-14,29299.98,30290.64,28577.93,29560.07,784.677598
2022-05-15,29571.49,31415.48,29455.2,30293.77,1188.858761
2022-05-16,30292.25,30470.0,29050.01,30345.13,1583.792585
2022-05-17,30338.89,30733.0,29421.8,29797.5,1297.84626
2022-05-18,29793.07,30060.8,28612.14,29063.05,1640.044029
2022-05-19,29054.97,30726.41,28824.43,30062.69,1420.147955
2022-05-20,30062.66,30512.0,28692.45,29218.22,1615.345154
2022-05-21,29217.17,29614.37,29119.19,29249.95,458.5981
2022-05-22,29250.09,30456.52,29250.09,30101.13,912.80936
2022-05-23,30099.54,30634.92,28843.86,29309.4,1538.251495
2022-05-24,29329.67,30184.03,28638.51,30065.69,1368.90144
2022-05-25,30067.9,30109.37,29308.57,29738.5,1194.573761
2022-05-26,29736.08,29820.0,28002.0,28891.2,2446.717862
2022-05-27,28889.93,29352.61,28242.84,28804.55,1759.875459
2022-05-28,28803.11,29233.2,28729.44,28919.16,494.156946
2022-05-29,28910.76,30400.88,28891.21,30303.09,1062.096958
2022-05-30,30303.87,32193.14,30237.44,31668.48,2167.496153
2022-05-31,31670.96,32409.14,31197.67,31540.29,1692.578428
2022-06-01,31539.23,31875.0,29304.62,29784.4,1886.397503
2022-06-02,29794.94,30672.66,29551.69,30398.43,1360.550315
2022-06-03,30394.61,30538.38,29250.0,29688.9,1268.104056
2022-06-04,29689.32,29951.53,29456.68,29701.65,504.101091
2022-06-05,29701.99,31320.0,29509.5,31192.5,1178.863288
2022-06-06,31194.73,31740.0,29200.0,29508.27,1830.588863
2022-06-07,29508.54,31565.82,29328.21,30230.97,2035.144906
2022-06-08,30226.01,30865.14,29888.0,30240.33,947.807726
2022-06-09,30243.84,30683.94,29543.49,30075.19,1121.954468
2022-06-10,30076.05,30210.97,28828.26,29352.88,1124.221588
2022-06-11,29354.46,29405.28,27251.25,27403.61,1318.761438
2022-06-12,27403.8,28297.56,24899.56,25356.22,2491.86257
2022-06-13,25351.38,25811.26,20804.91,21952.73,6179.073319
2022-06-14,21942.24,23314.09,20900.0,21111.35,3298.418877
2022-06-15,21106.05,22985.0,20078.0,22062.66,4371.904216
2022-06-16,22066.21,22164.03,20200.8,20507.72,1850.417548
2022-06-17,20506.2,21320.42,20301.5,20469.4,1179.574539
2022-06-18,20461.86,20505.58,17594.94,18474.53,3712.265155
2022-06-19,18476.7,20799.03,17925.03,19838.75,2384.465489
2022-06-20,19837.17,21038.89,19746.13,20623.11,1991.217976
2022-06-21,20629.71,21702.52,20240.0,20412.23,2333.308682
2022-06-22,20410.2,20874.34,19742.25,20335.75,3508.690521
2022-06-23,20337.68,21361.98,20154.28,21033.2,3645.486074
2022-06-24,21034.26,21534.33,20719.39,21218.71,2842.305253
2022-06-25,21218.89,21595.71,20896.85,21406.14,1903.394998
2022-06-26,21407.32,21878.02,20910.41,21233.82,2119.787987
2022-06-27,21232.71,21522.61,20478.28,20747.5,3398.764417
2022-06-28,20747.07,21190.0,20125.0,20272.68,5382.925188
2022-06-29,20273.69,20420.92,19832.92,20027.02,7319.191337
2022-06-30,20025.82,20896.36,18612.0,19382.09,10330.986504
2022-07-01,19374.83,19764.83,18940.0,19170.27,7521.574449
2022-07-02,19170.9,19441.9,18752.98,19231.67,3459.369133
2022-07-03,19233.4,19625.32,18911.68,19102.36,3478.188482
2022-07-04,19101.41,20450.89,19057.69,20251.12,7282.259882
2022-07-05,20252.86,20728.5,19281.37,20075.94,9527.917398
2022-07-06,20077.88,20650.0,19845.91,20397.52,7624.440324
2022-07-07,20396.43,22500.59,20233.0,21975.47,8688.592329
2022-07-08,21975.47,22112.26,21172.41,21540.18,8453.323465
2022-07-09,21541.16,21980.88,21100.0,21262.3,5221.571175
2022-07-10,21262.1,21406.17,20417.0,20516.03,5245.537509
2022-07-11,20514.05,20741.3,19769.2,19986.09,7194.311544
2022-07-12,19986.09,20044.29,19226.0,19460.11,7138.720321
2022-07-13,19460.11,20403.7,18900.0,20062.27,10295.582148
2022-07-14,20065.81,20879.17,19588.9,20530.01,10039.131412
2022-07-15,20531.04,21191.81,20504.22,20739.15,6238.182795
2022-07-16,20741.14,21575.34,20477.03,21247.59,5217.037703
2022-07-17,21247.55,21657.49,20751.81,21290.62,5347.599761
2022-07-18,21293.0,22952.93,21279.16,21893.85,13403.776375
2022-07-19,21892.1,23800.0,21583.97,23395.0,15269.089296
2022-07-20,23391.53,24275.94,22634.82,22879.3,15350.716373
2022-07-21,22878.93,23351.67,22342.28,22971.58,8413.914641
2022-07-22,22966.35,23758.46,22507.15,22900.0,6718.211658
2022-07-23,22904.39,23000.0,21950.0,22399.48,4729.550679
2022-07-24,22399.48,23020.0,21740.38,21900.24,6231.284745
2022-07-25,21895.62,22260.0,20864.19,21126.93,7433.605001
2022-07-26,21132.44,21306.07,20714.96,21111.95,4923.663719
2022-07-27,21111.95,23448.89,21095.7,23072.31,10212.517093
2022-07-28,23072.31,24199.98,22583.33,24014.13,9231.984811
2022-07-29,24011.71,24439.0,23433.85,23745.55,8493.420592
2022-07-30,23750.06,24683.54,23500.61,23808.89,6719.075028
2022-07-31,23810.09,24198.18,23232.29,23398.0,5648.751563
2022-08-01,23398.02,23508.47,22760.0,22874.13,6667.629051
2022-08-02,22865.91,23466.18,22661.29,22834.72,7217.620601
2022-08-03,22834.42,23638.99,22734.89,23090.0,8644.443116
2022-08-04,23092.34,23259.89,22404.47,23158.03,6888.388988
2022-08-05,23156.05,23477.06,22757.92,23212.7,6064.764805
2022-08-06,23212.74,23260.0,22854.66,22951.0,2905.513764
2022-08-07,22951.02,23400.0,22896.07,23350.04,2755.768081
2022-08-08,23347.47,24252.12,23329.83,23890.32,6192.286834
2022-08-09,23891.94,23931.65,22659.4,22951.52,6598.928998
2022-08-10,22948.34,24546.36,22836.34,24527.72,8529.492068
2022-08-11,24531.21,24922.58,23767.77,23943.81,8740.430792
2022-08-12,23940.91,24846.0,23596.36,24748.32,7223.662635
2022-08-13,24747.46,24900.55,24295.8,24579.41,5168.337308
2022-08-14,24580.31,25214.66,24151.07,24861.88,6701.73856
2022-08-15,24861.37,24992.73,23780.0,23966.91,8366.048305
2022-08-16,23968.0,24151.37,23676.4,24070.0,6894.905916
2022-08-17,24075.74,24445.57,23180.0,23375.6,7018.647345
2022-08-18,23383.74,23599.71,22700.0,22789.19,4763.2083
2022-08-19,22785.91,22836.06,20785.22,21240.0,14143.727125
2022-08-20,21238.86,21363.46,20761.75,21197.91,7662.52359
2022-08-21,21197.93,21781.64,21067.48,21467.0,6697.323631
2022-08-22,21469.66,21536.56,20890.32,21263.86,7282.48888
2022-08-23,21263.87,21679.73,20889.11,21326.31,7503.764795
2022-08-24,21333.35,21890.76,21236.88,21539.39,8417.53361
2022-08-25,21540.77,21814.51,21424.24,21530.63,5337.40726
2022-08-26,21526.24,21872.35,20110.0,20145.72,14082.294227
2022-08-27,20147.3,20281.1,19800.0,19996.69,7550.732362
2022-08-28,19995.5,20149.5,19520.19,19805.46,6140.40064
2022-08-29,19805.0,20543.44,19737.36,20464.65,6885.1163
2022-08-30,20467.15,20578.0,19541.13,20337.81,9883.747803
2022-08-31,20339.0,20486.06,19874.31,20056.65,6975.185598
2022-09-01,20055.79,20292.0,19564.86,20156.76,7141.975485
2022-09-02,20156.76,20444.0,19757.72,19919.47,7165.911879
2022-09-03,19924.83,19968.2,19658.04,19806.11,2677.652012
2022-09-04,19805.39,20058.0,19587.86,19888.67,4325.67879
2022-09-05,19888.67,20180.5,19635.96,19760.56,6274.552824
2022-09-06,19761.39,20026.91,18534.06,18724.59,11217.789784
2022-09-07,18724.59,19462.02,18676.38,19356.85,7431.686434
2022-09-08,19356.54,20458.13,19012.7,20360.17,10278.336062
2022-09-09,20360.0,21595.12,20343.51,21454.54,11525.122334
2022-09-10,21454.54,21812.35,21128.39,21560.0,6462.167995
2022-09-11,21560.01,22378.0,21359.15,21719.51,9039.744436
2022-09-12,21719.51,22497.58,21672.76,22288.81,9410.191574
2022-09-13,22289.22,22799.03,19874.92,20389.76,14809.264623
2022-09-14,20388.02,20418.59,19610.09,20031.29,10289.722437
2022-09-15,20026.63,20333.8,19500.0,19825.0,9901.09647
2022-09-16,19826.09,20062.56,19338.0,19935.19,9017.672204
2022-09-17,19935.19,20191.71,19742.41,20010.1,6083.097511
2022-09-18,20008.83,20099.79,18674.51,18824.75,9060.28239
2022-09-19,18824.75,19682.97,18257.92,19337.08,13055.029678
2022-09-20,19335.66,19581.28,18724.83,19004.78,12532.741853
2022-09-21,19006.29,19900.0,18168.0,18701.12,21988.551373
2022-09-22,18702.08,19519.64,18620.77,19410.43,15967.830431
2022-09-23,19410.43,19464.84,18534.78,19162.79,11805.626063
2022-09-24,19162.81,19224.27,18810.0,19008.15,5695.863654
2022-09-25,19008.84,19174.74,18630.86,18812.46,7200.197004
2022-09-26,18811.54,20293.83,18687.0,20047.85,15666.202058
2022-09-27,20047.85,20380.9,18491.67,18765.47,18567.049244
2022-09-28,18763.53,19770.0,18564.08,19583.96,15677.670066
2022-09-29,19583.96,19696.54,18835.9,19428.46,14798.355315
2022-09-30,19429.44,20182.69,19150.0,19405.95,9912.18223
2022-10-01,19405.97,19419.23,19165.28,19334.87,2769.551301
2022-10-02,19334.87,19400.0,18922.84,19096.18,6376.554662
2022-10-03,19096.18,19727.57,19060.96,19595.27,9884.849384
2022-10-04,19595.27,20457.67,19584.61,20126.49,12031.565131
2022-10-05,20127.5,20450.26,19741.01,20357.72,11333.426387
2022-10-06,20361.68,20378.93,19856.97,19943.81,14423.448138
2022-10-07,19944.93,20067.05,19321.49,19443.04,10000.051349
2022-10-08,19445.36,19549.88,19248.0,19385.22,3602.499226
2022-10-09,19389.29,19560.0,19369.58,19469.98,4093.870646
2022-10-10,19467.62,19473.88,18953.5,19040.95,8684.57051
2022-10-11,19040.95,19266.48,18859.22,19098.17,8860.257869
2022-10-12,19098.17,19239.94,18976.05,19092.97,5822.944486
2022-10-13,19092.97,19950.88,18185.92,19815.8,23007.758384
2022-10-14,19812.9,19853.48,19077.99,19188.13,13458.044482
2022-10-15,19191.47,19199.81,18985.49,19138.33,2687.864822
2022-10-16,19138.33,19428.84,19092.08,19227.32,4215.583411
2022-10-17,19228.11,19676.37,19218.75,19583.15,11586.739028
2022-10-18,19584.93,19705.75,19094.65,19277.87,11734.562235
2022-10-19,19278.47,19309.0,18909.3,19184.05,9662.520774
2022-10-20,19183.56,19341.05,18937.03,19047.54,8735.195051
2022-10-21,19045.03,19249.99,18664.09,19151.49,9705.541033
2022-10-22,19151.14,19257.11,19133.23,19187.96,1854.600802
2022-10-23,19187.96,19695.3,19078.69,19337.51,7976.612457
2022-10-24,19335.98,19454.31,19151.2,19341.92,9627.931284
2022-10-25,19341.92,20417.49,19241.47,20209.17,18377.284756
2022-10-26,20210.01,21022.62,20129.0,20805.83,23828.080042
2022-10-27,20807.23,20877.31,20163.93,20253.35,16950.62296
2022-10-28,20252.87,20827.93,20015.0,20686.46,13953.053713
2022-10-29,20686.46,21089.07,20627.94,20749.99,9177.617324
2022-10-30,20752.2,20935.0,20433.0,20566.72,7457.393394
2022-10-31,20565.41,20838.64,20240.01,20493.6,10159.303868
2022-11-01,20494.13,20697.71,20326.57,20516.85,7903.475923
2022-11-02,20517.64,20803.22,20058.43,20355.0,15956.764939
2022-11-03,20357.26,20385.93,20035.28,20330.46,7576.277584
2022-11-04,20325.99,21479.0,20318.71,21368.32,13777.642981
2022-11-05,21369.76,21446.36,21190.75,21231.2,4452.259192
2022-11-06,21230.91,21307.67,20815.0,20850.52,5379.711626
2022-11-07,20848.5,20903.06,19350.0,19709.07,13053.092915
2022-11-08,19708.85,20677.1,17600.0,18391.9,23946.119195
2022-11-09,18391.72,18447.49,15567.0,16681.8,20431.392018
2022-11-10,16680.18,18154.76,16156.36,17310.0,14784.3101
2022-11-11,17305.8,17502.58,16330.17,16661.27,13467.295266
2022-11-12,16660.22,16965.08,16637.83,16829.64,3757.965157
2022-11-13,16826.24,16838.86,15790.46,15832.13,5379.3093
2022-11-14,15835.29,17130.04,15816.45,16637.69,4507.093337
2022-11-15,16634.54,17100.0,16595.02,16903.02,6870.477971
2022-11-16,16906.55,16921.7,16367.32,16571.05,5558.002263
2022-11-17,16564.76,16982.5,16419.0,16791.3,5272.557031
2022-11-18,16793.55,16837.0,16526.93,16580.8,4085.711602
2022-11-19,16577.4,16803.36,16546.86,16667.88,2223.43671
2022-11-20,16668.14,16716.74,15876.89,16205.09,5329.602884
2022-11-21,16205.09,16257.9,15468.58,15781.17,9542.308548
2022-11-22,15782.19,16572.75,15599.93,16445.38,9081.783727
2022-11-23,16445.38,16790.0,16300.92,16638.24,8047.910575
2022-11-24,16642.7,16706.26,16340.0,16347.57,5100.860089
2022-11-25,16349.43,16688.0,16326.8,16615.59,3272.342542
2022-11-26,16615.6,16672.23,16381.63,16528.64,1938.452557
2022-11-27,16529.86,16586.3,16043.48,16158.06,3851.917174
2022-11-28,16158.08,16526.86,15990.1,16474.07,8539.562065
2022-11-29,16473.7,17080.25,16325.2,16859.03,8837.023845
2022-11-30,16861.3,17244.0,16707.41,17112.2,9202.327843
2022-12-01,17112.8,17312.76,16858.78,16936.52,5872.0494
2022-12-02,16936.52,17162.67,16793.12,17018.69,5166.704379
2022-12-03,17018.69,17072.67,16862.77,17015.51,3323.272891
2022-12-04,17019.21,17424.31,16911.06,17344.37,6008.05676
2022-12-05,17344.37,17389.03,16870.58,16978.02,7324.949316
2022-12-06,16976.05,17138.6,16908.65,17006.81,5178.739307
2022-12-07,17006.5,17007.96,16669.0,16818.59,4495.869415
2022-12-08,16817.15,17298.59,16741.67,17219.55,4976.521223
2022-12-09,17218.75,17350.45,17068.92,17135.44,3622.473632
2022-12-10,17134.87,17228.61,17095.9,17173.03,1574.192961
2022-12-11,17175.43,17270.31,16875.0,16946.66,3327.022857
2022-12-12,16944.9,17240.0,16902.87,17190.04,3571.157085
2022-12-13,17192.04,17988.8,17085.0,17787.6,7093.527259
2022-12-14,17787.69,18379.3,17557.42,17718.06,12695.134078
2022-12-15,17716.82,17746.31,17283.19,17410.24,6770.795907
2022-12-16,17408.84,17528.68,16534.69,16691.8,10094.6609
2022-12-17,16696.39,16802.48,16650.0,16740.59,2733.905799
2022-12-18,16741.89,16850.83,16631.45,16708.35,2632.542393
2022-12-19,16707.76,16873.46,16288.0,16790.0,7144.991841
2022-12-20,16789.91,17050.56,16718.29,16833.87,5586.092285702
2022-12-21,16835.81,16919.68,16731.85,16824.59,2983.0164377
2022-12-22,16827.22,16891.26,16564.69,16821.83,4156.739811111
2022-12-23,16822.3,16941.04,16748.44,16821.65,3483.009282718
2022-12-24,16823.21,16860.0,16805.0,16830.0,1306.340383583
2022-12-25,16831.81,16918.59,16729.2,16856.15,2106.879832935
2022-12-26,16856.15,16972.2,16792.93,16872.13,2231.66681558
2022-12-27,16872.72,16890.0,16562.85,16599.15,4078.846778157
2022-12-28,16597.1,16775.1,16465.58,16573.15,4341.727683969
2022-12-29,16573.15,16655.05,16512.71,16550.57,3029.561520752
2022-12-30,16547.4,16641.27,16355.0,16532.87,4021.30110699
2022-12-31,16534.08,16632.33,16466.86,16522.29,2451.303965503
2023-01-01,16525.0,16695.31,16495.06,16642.78,1651.559056837
2023-01-02,16644.37,16779.0,16630.47,16718.82,2285.656433051
2023-01-03,16721.01,16900.0,16600.0,16850.59,3790.536364256
2023-01-04,16852.62,16984.54,16760.57,16840.5,4847.939963443
2023-01-05,16838.47,16873.28,16755.45,16803.47,2580.410942528
2023-01-06,16803.36,17022.87,16675.0,16926.62,4927.378570204
2023-01-07,16926.6,16949.0,16900.9,16936.0,1044.522619881
2023-01-08,16935.27,17248.53,16910.0,17196.67,4781.20340018
2023-01-09,17198.94,17387.05,17126.73,17221.37,6368.899439559
2023-01-10,17221.1,17500.0,17182.07,17402.92,7089.789337217
2023-01-11,17401.42,18350.0,17312.68,18079.38,11653.487204555
2023-01-12,18079.4,19109.28,17919.62,18780.68,17774.752564613
2023-01-13,18780.19,21239.83,18775.69,20826.93,20324.633774182
2023-01-14,20826.92,21170.88,20224.24,20736.04,10596.747113762
2023-01-15,20734.08,21420.56,20558.86,21175.0,6440.117066462
2023-01-16,21175.01,21446.81,19800.0,21144.04,6756.985639889
2023-01-17,21144.89,21547.99,21030.0,21298.05,4787.181051652
2023-01-18,21292.67,21620.0,20373.11,20807.07,6518.014826508
2023-01-19,20809.0,21200.0,20644.4,20975.45,4359.048231743
2023-01-20,20974.85,22798.4,20861.95,22566.09,7433.250205117
2023-01-21,22570.6,23349.81,22549.27,22871.9,8475.329693194
2023-01-22,22867.27,23071.60533994,22290.04,22715.61,5343.036867333
2023-01-23,22719.69,23164.32,22436.55,23113.1,5717.75410641
2023-01-24,23110.16,23148.86,22299.0,22674.1,6134.525416188
2023-01-25,22671.72,23815.12,22340.48,23147.84,7440.383848797
2023-01-26,23149.46,23246.84,22555.0,23035.01,4695.582809722
2023-01-27,23038.98,23506.3,22843.07,23065.86,5122.770376987
2023-01-28,23065.95,23459.2,22883.23,23252.71,2586.273837999
2023-01-29,23256.07,23964.19,23158.87,23733.59,4727.329275303
2023-01-30,23737.25,23754.5148,22502.2,22760.84,5542.740309703
2023-01-31,22762.82,23297.99,22742.52,23117.08,4163.439135897
2023-02-01,23116.63,24250.0,22799.97,23815.12,8181.275352636
2023-02-02,23815.1,24143.55,23417.71,23530.57,7416.70379517
2023-02-03,23528.0,23725.0,23217.28,23313.78,4725.713284184
2023-02-04,23311.37,23588.17,23242.44,23391.58,3056.415061512
2023-02-05,23388.66,23436.93,22759.78,22900.14,4233.794640688
2023-02-06,23766.0,24524.0,17020.33,22938.35,3528.945718638
2023-02-07,22938.96,23444.91,22770.0,23227.3,6680.337960752
2023-02-08,23227.02,23600.0,22029.0,22602.55,7774.338633646
2023-02-09,22604.8,23604.0,21567.0,21806.29,8019.140837317
2023-02-10,21801.41,21934.29,21477.04,21678.62,6348.70854886
2023-02-11,21678.62,21909.0,21620.6,21803.34,1940.978986591
2023-02-12,21808.05,22092.46,21636.1,21842.45,4952.118946581
2023-02-13,21842.45,21902.6,21369.2,21745.88,6259.650652975
2023-02-14,21745.86,22329.67,21566.47,22139.52,8308.415033808
2023-02-15,22138.39,24902.49,22098.53,24683.0,11871.5425985
2023-02-16,24684.7,25220.0,23328.15,23711.18,6593.755099845
2023-02-17,23711.17,25014.65,23546.5,24639.12,7481.796878732
2023-02-18,24639.17,24877.44,23329.0,24762.47,2095.196848584
2023-02-19,24757.54,25199.59,23851.31,24491.96,6983.565998724
2023-02-20,24494.27,25100.0,24379.0,24952.4,5183.960612938
2023-02-21,24945.5,25250.0,23864.51,24105.82,10395.017621316
2023-02-22,24104.67,24602.09,23578.95,24395.26,9480.860921822
2023-02-23,24399.31,24492.01,23615.0,23901.69,8129.454497403
2023-02-24,23904.38,24012.8,22852.34,23046.99,7898.405163543
2023-02-25,23042.99,23259.27,22766.0,23134.99,3870.168226649
2023-02-26,23132.03,23684.52,23098.93,23389.35,4710.406916611
2023-02-27,23389.56,23896.6,23111.9,23370.0,6259.589357335
2023-02-28,23376.54,23841.55,23015.1,23694.0,5381.254027701
2023-03-01,23694.0,23994.59,23307.21,23452.86,5905.611791537
2023-03-02,23454.26,23564.22,22001.0,22351.67,7587.048899941
2023-03-03,22347.96,22494.06,22149.87,22330.25,4906.281461782
2023-03-04,22327.95,22653.31,22159.79,22423.3,3446.367280007
2023-03-05,22423.21,22553.33,22267.58,22373.17,3129.253301896
2023-03-06,22373.04,22603.25,22319.0,22460.1,3227.629137511
2023-03-07,22459.02,22481.2,21851.64,21946.62,7557.162302822
2023-03-08,21953.91,22220.77,20254.251199652,21731.355,5884.401787109
2023-03-09,21733.01,22103.066944652,19775.37,19990.94,10740.337868168
2023-03-10,19991.3,21474.480199652,18700.7425,20442.2,13747.638194898
2023-03-11,20449.21,21406.485199652,19900.0,20542.763585,5677.206728908
2023-03-12,20540.16,23491.85,20439.99,22393.38,9541.141897172
2023-03-13,22388.9,24577.92,21579.345095,24539.36,11039.890532825
2023-03-14,24540.48,26476.04,24000.0,24908.77791418,16448.397662148
2023-03-15,24911.09,25307.014951875,23930.0,24345.77,17454.016425822
2023-03-16,24349.16,25964.0,24309.4,25734.1071365,15346.647827864
2023-03-17,25733.0,27830.0,25671.19,27406.44,12347.198428524
2023-03-18,27404.68,27689.27,26657.61,27204.69,6952.487525414
2023-03-19,27204.38,28464.43,26905.0,27543.98,11519.710381213
2023-03-20,27539.12,28560.8,27452.72,28011.82,12962.542452951
2023-03-21,28014.26,28500.0,27406.01,28295.6755768,10486.456522577
2023-03-22,28293.67,28900.0,26685.0,27357.989935,17223.586996967
2023-03-23,27360.42,28772.68,27350.20261315,28190.806758,14647.854501316
2023-03-24,28188.76,28389.461,27084.27,27581.246515,11763.704840976
2023-03-25,27582.0,27850.0,27180.0,27543.78,7272.502520506
2023-03-26,27546.35,28238.07,27497.32703453,27948.1502189,8621.628078325
2023-03-27,27947.8,28010.46,26540.0,26979.59325,12171.85436584
2023-03-28,26992.83,27622.24,26651.0,27580.86,10803.710470048
2023-03-29,27580.86,29189.54,27511.29946356,28594.44,17067.696131087
2023-03-30,28599.03,28788.152505835,27719.21,28193.24,13820.118959018
2023-03-31,28195.37,28824.8,27529.53,28588.44,10207.674663307
2023-04-01,28588.76,28606.26333293,28257.82,28401.2812,3839.809716387
2023-04-02,28404.32,28508.68,27579.82,27724.34035292,6978.602090308
2023-04-03,27723.97,28522.0,27300.0,27832.8676,14204.077005378
2023-04-04,27827.33,28786.01,27823.59,28509.5934973,10373.670852336
2023-04-05,28518.32,28752.57,27861.98,28089.42,8960.797699489
2023-04-06,28086.02,28233.965,27724.33,28037.78103173,6362.072835926
2023-04-07,28042.19,28080.08,27782.43,27999.9794569,4015.888266731
2023-04-08,28000.11,28180.0,27885.74,28060.885825,2321.598404341
2023-04-09,28055.09,28551.55,27817.06,28259.98,4613.390768559
2023-04-10,28261.6,30442.56,28155.3093783575,30135.24225,11200.701133153
2023-04-11,30132.76,30566.97,29810.74,29996.1628,8704.596567429
2023-04-12,29995.67,30500.0,29698.05,30081.6026415,6767.991583559
2023-04-13,30089.14,30931.0073982,29844.9483631885,30739.062565,8896.604314699
2023-04-14,30740.07,31049.99,29989.96,30387.692417,9085.650684691
2023-04-15,30384.86,30573.3973172175,30157.85,30328.77,3450.189534846
2023-04-16,30331.71,30571.93,29805.39,30020.0023159,5066.188161238
2023-04-17,30021.25,30167.095685401,29118.04,29512.00315845,6956.835093664
2023-04-18,29514.67,30498.99,29503.80875,30217.17997,8187.363983937
2023-04-19,30223.3,30344.205560231,28591.0,28903.5682585,9837.953414187
2023-04-20,28915.17,29102.49,27996.98,28262.08545,8749.988062385
2023-04-21,28255.09,28324.38,27156.84,27370.65487,7112.208950671
2023-04-22,27369.35,28079.916282246,27218.64,27625.79047815,3431.306921162
2023-04-23,27619.32,28014.46,27344.2141083,27726.628595,6306.257287378
2023-04-24,27720.25,27783.28,26975.61,27432.28,7524.658705077
2023-04-25,27432.28,28603.497840503,27208.300644705,28350.3305,7514.281863155
